OBJECTID,SiteID,Location,Year,Count,Historical_annual_data,NO2 2024,Annual mean NO2 concentration μg m3,Survey,Current_,x,y
588,606,Victoria Street-CAZ-No entry sign,2022,12,"2021: 25.5, 2022: 25.7, 2023: 24.4, 2024: 21.8",,25.7,CAZ,Yes,-288278.539037084,6701769.49639164
589,625,Bedminster Rd-CAZ-Lamppost by Van Sales,2022,11,"2021: 45.4, 2022: 44.7, 2023: 37.6, 2024: 32.9",,44.7,CAZ,Yes,-290301.792446708,6698077.05186257
590,627,Parson St-CAZ-Lamppost by Station,2022,9,"2021: 34, 2022: 33.3, 2023: 27.9, 2024: 29.2",,33.3,CAZ,Yes,-290324.52230253,6698308.06088837
591,633,West St-CAZ-Lamppost opp Jamiesons,2022,11,"2021: 36.5, 2022: 34.6, 2023: 31.4, 2024: 33.2",,34.6,CAZ,Yes,-289711.676452964,6699342.37082829
592,634,Bedminster Parade-CAZ-Lamppost by William Hill,2022,12,"2021: 34.6, 2022: 30.1, 2023: 28.1, 2024: 26.1",,30.1,CAZ,Yes,-288828.609373328,6700059.38686374
593,680,Morely Street/Bright Street Ped Crossing,2022,10,"2022: 20.8, 2023: 19.9, 2024: 18.5",,20.8,Liveable Neighbourhoods,Yes,-285321.338145554,6702419.29317675
594,560,Lamppost outside BRI CAZ,2022,24,"2019: 40.4, 2020: 30.2, 2021: 32.2, 2022: 31.5, 2023: 25.6, 2024: 20.5",,31.5,CAZ,No,-289022.128096125,6702785.09084199
595,568,Traffic light on the corner of Shaldon road,2022,12,"2019: 36.2, 2020: 29, 2021: 32.9, 2022: 32.2, 2023: 28.2, 2024: 28.4",,32.2,,Yes,-286627.518470074,6706564.22601791
596,575,Baldwin Street traffic light outside domino's,2022,11,"2020: 30.9, 2021: 29.6, 2022: 31.5, 2023: 33, 2024: 34",,31.5,,Yes,-288982.808727793,6701889.06748671
597,684,Lyppiatt Road Opposite No 25,2022,4,"2022: 20.1, 2023: 17, 2024: 15.3",,20.1,Liveable Neighbourhoods,Yes,-284326.841694129,6703116.06067316
598,576,"Baldwin Street lamp post by cycle way, opp St Stephens St",2022,12,"2020: 23.9, 2021: 26.8, 2022: 29.8, 2023: 27.9, 2024: 27.2",,29.8,,Yes,-288811.307352347,6701879.22135177
599,577,High St lamp post outside Wards solicitors,2022,12,"2020: 30.5, 2021: 27.8, 2022: 31.1, 2023: 35.3, 2024: 35.2",,31.1,,Yes,-288583.613175002,6702052.94331383
600,578,Church Road-CAZ-Outside Gurdwara,2022,12,"2021: 33, 2022: 31.1, 2023: 27.5, 2024: 25.1",,31.1,CAZ,Yes,-283853.344852891,6703007.1857158
601,580,Marlborough St-CAZ-Lamppost opposite hosp,2022,10,"2021: 47.9, 2022: 41.8, 2023: 33.8, 2024: 29.4",,41.8,CAZ,Yes,-288880.696386277,6702929.21887671
602,588,Baldwin St-CAZ-Drainpipe on building,2022,12,"2021: 26.5, 2022: 31.5, 2023: 29.2, 2024: 28.3",,31.5,CAZ,Yes,-288896.146325807,6701870.49907366
603,2,Colston Avenue,2021,12,"2010: 79.4, 2011: 78.8, 2012: 66.8, 2013: 68.7, 2014: 67.7, 2015: 69.2, 2016: 66.1, 2017: 63.1, 2018: 58.2, 2019: 53.7, 2020: 36.9, 2021: 40.1, 2022: 40.3, 2023: 39, 2024: 38.4",,40.1,Roadside (DT),Yes,-289075.818144399,6702097.12495681
604,3,Blackboy Hill,2021,12,"2010: 46, 2011: 36.6, 2012: 37.7, 2013: 41.2, 2014: 36.3, 2015: 37.9, 2016: 37.6, 2017: 34.4, 2018: 34.4, 2019: 27.7, 2020: 28.7, 2021: 44.4, 2022: 38.8, 2023: 47.7, 2024: 29",,44.4,Roadside (DT),Yes,-290988.19933068,6704714.42467723
605,312,Lamppost     Ashley Hill St. Pauls,2021,12,"2010: 46.8, 2011: 46.4, 2012: 43.7, 2013: 44.5, 2014: 36.7, 2015: 36.8, 2016: 41.6, 2017: 38.5, 2018: 38.5, 2019: 32.8, 2020: 26.2, 2021: 29.5, 2022: 29.8, 2023: 24.8, 2024: 23.5",,29.5,Post Stage Four,Yes,-287167.355516468,6704691.02392647
606,363,5102 façade,2021,12,"2010: 44.9, 2011: 47.4, 2012: 48, 2013: 44.3, 2014: 39.8, 2015: 39.2, 2016: 39.6, 2017: 38.5, 2018: 37.2, 2019: 34, 2020: 23.5, 2021: 26.8, 2022: 28, 2023: 23.8, 2024: 23.9",,26.8,BROADMEAD,Yes,-288367.49785816,6703069.93538865
607,407,lamppost sussex place,2021,12,"2010: 53.9, 2011: 56.5, 2012: 47.3, 2013: 47.1, 2014: 43.9, 2015: 43.1, 2016: 48.7, 2017: 44.6, 2018: 46.7, 2019: 37.3, 2020: 26.7, 2021: 30.2, 2022: 29.5, 2023: 24.8",,30.2,Post DA Facades,No,-287169.041541866,6704295.74454928
608,438,A37 Junction w/ Airport Road,2021,35,"2010: 48, 2011: 47.7, 2012: 43.4, 2013: 43.5, 2014: 44, 2015: 43.1, 2016: 43.4, 2017: 43.2, 2018: 36.6, 2019: 31.8, 2020: 27.1, 2021: 29, 2022: 29.4, 2023: 25, 2024: 23.2",,29,QAQC,Yes,-285394.401951542,6697329.73212812
609,499,Temple Way Nox site,2021,33,"2017: 38.5, 2018: 43.2, 2019: 33.6, 2020: 26, 2021: 31.1, 2022: 30.9, 2023: 26.2, 2024: 23.9",,31.1,QAQC,Yes,-287648.349706948,6702703.01974867
610,565,A4018 Lamp post by layby before roundabout for Crow Ln/ Knole Ln,2021,12,"2019: 31.4, 2020: 24.5, 2021: 26.3, 2022: 24.4, 2023: 22.7, 2024: 22.8",,26.3,A4018,Yes,-291402.555570038,6711865.98879971
611,588,Baldwin St-CAZ-Drainpipe on building,2021,11,"2021: 26.5, 2022: 31.5, 2023: 29.2, 2024: 28.3",,26.5,CAZ,Yes,-288896.146325807,6701870.49907366
612,591,Marlborough St-CAZ-Post,2021,12,"2021: 34.9, 2022: 33.1, 2023: 25.1, 2024: 23.4",,34.9,CAZ,Yes,-288799.596980024,6703005.38363264
613,598,Queens Road-CAZ-Lamppost by UoB,2021,10,"2021: 26.9, 2022: 26.8, 2023: 21.3, 2024: 22.3",,26.9,CAZ,Yes,-289986.417851309,6702364.31518982
614,611,Winterstoke Road-CAZ-Lamppost,2021,12,"2021: 19.5, 2022: 20.1, 2023: 16.5, 2024: 15.3",,19.5,CAZ,Yes,-290972.920613933,6698480.85801947
615,626,Bedminster Rd-CAZ-Post,2021,10,"2021: 43, 2022: 43.3, 2023: 38.7, 2024: 33.4",,43,CAZ,Yes,-290581.364603998,6697997.65638883
616,641,Stokes Croft-CAZ-Lamppost,2021,12,"2021: 39.7, 2022: 38.1, 2023: 36.8, 2024: 34.7",,39.7,CAZ,Yes,-288310.098556115,6703703.38260294
617,643,Sussex Place-CAZ-Lamppost,2021,11,"2021: 39.7, 2022: 35.6, 2023: 28.8, 2024: 25.4",,39.7,CAZ,Yes,-287188.664301657,6704345.39763805
618,653,Stapleton Rd-CAZ-Lamppost by house,2021,7,"2021: 26, 2022: 30.9, 2023: 33.5, 2024: 26.2",,26,CAZ,Yes,-286066.821662899,6703925.23954705
619,655,Muller Rd-CAZ-Lamppost opp LA DT,2021,12,"2021: 29.2, 2022: 28.6, 2023: 26.9, 2024: 26.6",,29.2,CAZ,Yes,-284733.879150594,6705653.23243449
620,669,Temple Way Bridge-CAZ-Lamppost Temple Way Bridge,2021,10,"2021: 28.6, 2022: 33.2, 2023: 29.7, 2024: 22",,28.6,CAZ,Yes,-287657.960147146,6701695.77765519
621,605,Rupert St-CAZ-Post by Courtrooms,2021,4,"2021: 32.4, 2022: 30.2, 2023: 23.6, 2024: 29.1",,32.4,CAZ,Yes,-288934.452005463,6702445.24819481
622,610,Wells Road-CAZ-Lamppost,2021,12,"2021: 32.3, 2022: 32.4, 2023: 25.6, 2024: 25.3",,32.3,CAZ,Yes,-286912.246697508,6699764.82633455
623,614,Temple Way-CAZ-Sign by Champ Square,2021,12,"2021: 28.4, 2022: 29.4, 2023: 24.7, 2024: 23.4",,28.4,CAZ,Yes,-287657.873014804,6702691.69863677
624,617,Houlton St-CAZ-30mph sign,2021,11,"2021: 28.4, 2022: 25.3, 2023: 22.4, 2024: 27.9",,28.4,CAZ,Yes,-287388.222434343,6703036.02554241
625,618,Cheltenham Rd-CAZ-Sign opp Tesco,2021,12,"2021: 33.8, 2022: 31.5, 2023: 30.8, 2024: 30.9",,33.8,CAZ,Yes,-288357.289277508,6703992.19763485
626,625,Bedminster Rd-CAZ-Lamppost by Van Sales,2021,12,"2021: 45.4, 2022: 44.7, 2023: 37.6, 2024: 32.9",,45.4,CAZ,Yes,-290301.792446708,6698077.05186257
627,646,Cheltenham Rd-CAZ-Post by Papa Johns,2021,12,"2021: 31.7, 2022: 31.7, 2023: 31.9, 2024: 30.3",,31.7,CAZ,Yes,-288436.842596843,6704319.32229724
628,652,Whitehall Rd-CAZ-Lamppost by house,2021,12,"2021: 41.5, 2022: 37, 2023: 33.3, 2024: 30.4",,41.5,CAZ,Yes,-285094.837359283,6703389.73226116
629,654,Mina Rd-CAZ-Lamppost by house,2021,11,"2021: 22.9, 2022: 24, 2023: 20, 2024: 18.9",,22.9,CAZ,Yes,-286563.732877027,6704353.54987343
630,667,College Green-CAZ-Post by Toni&Guy,2021,11,"2021: 43.6, 2022: 45.3, 2023: 42, 2024: 41",,43.6,CAZ,Yes,-289228.490562742,6701761.77128086
631,632,West St-CAZ-Lamppost by Argus Rd,2021,12,"2021: 23.4, 2022: 24.6, 2023: 22.6, 2024: 22.1",,23.4,CAZ,No,-289939.167510014,6698961.53897052
632,637,Bath Rd-CAZ-Lamppost by Kings Road,2021,11,"2021: 21.7, 2022: 24.2, 2023: 17.1, 2024: 16.9",,21.7,CAZ,No,-284925.98213891,6699526.56389169
633,656,Stapleton Rd-CAZ-Lamppost,2021,12,"2021: 28.8, 2022: 27.3, 2023: 23.3, 2024: 21",,28.8,CAZ,No,-285079.844145574,6706041.09150418
634,663,Whiteladies Rd-CAZ-Lamppost after petrol station,2021,12,"2021: 24.7, 2022: 25.9, 2023: 22.4, 2024: 20.8",,24.7,CAZ,No,-291073.023746753,6704892.06966416
635,665,Upper Maudlin St-CAZ-Lamppost opp BRI,2021,11,"2021: 37.6, 2022: 37.1, 2023: 31.6, 2024: 23.5",,37.6,CAZ,Yes,-289005.663145548,6702730.60651535
636,638,A4044 Roundabout-CAZ-Lamppost,2021,11,"2021: 43.8, 2022: 42.4, 2023: 44.8, 2024: 41.6",,43.8,CAZ,Yes,-287683.770684242,6702322.02309257
637,147,Anchor Road,2021,11,"2010: 65.6, 2011: 66.4, 2012: 60.6, 2013: 60.2, 2014: 57, 2015: 60.1, 2016: 56.9, 2017: 61.5, 2018: 56.6, 2019: 50.9, 2020: 39.4, 2021: 43.3, 2022: 45.5, 2023: 39.5, 2024: 36.3",,43.3,harbourside (DT),Yes,-289254.257300207,6701581.66334233
638,261,Stapleton Road Heath Street,2021,12,"2010: 55.8, 2011: 48.2, 2012: 53, 2013: 55.8, 2014: 50.6, 2015: 51.3, 2016: 53.1, 2017: 52.4, 2018: 51, 2019: 41.5, 2020: 34.7, 2021: 39.1, 2022: 39.3, 2023: 32, 2024: 33",,39.1,Roadside Stage 4 (DT),Yes,-285135.992821959,6705418.74590538
639,320,Monitor     Bath Road Brislington,2021,34,"2010: 34.3, 2011: 33.1, 2012: 31.5, 2013: 31.1, 2014: 30.9, 2015: 31.3, 2016: 31.1, 2017: 30.7, 2018: 27.9, 2019: 23.5, 2020: 19.3, 2021: 20.8, 2022: 20.6, 2023: 17.7, 2024: 17",,20.8,QAQC,Yes,-284969.788762769,6699810.45977789
640,370,Great George Street lamppost,2021,11,"2010: 49.2, 2011: 43.7, 2012: 39.5, 2013: 39.4, 2014: 36.9, 2015: 37.7, 2016: 38.4, 2017: 37.5, 2018: 36.6, 2019: 30.1, 2021: 25, 2022: 31, 2023: 25.3, 2024: 21.2",,25,BROADMEAD,Yes,-287244.687317758,6702918.28830893
641,374,St. Paul Street,2021,12,"2010: 56.2, 2011: 56.2, 2012: 46.8, 2013: 50.7, 2014: 51.8, 2015: 47.1, 2016: 47.2, 2017: 45.2, 2018: 47.8, 2019: 39.9, 2020: 29.9, 2021: 35, 2022: 33.7, 2023: 27.1, 2024: 25.1",,35,BROADMEAD,Yes,-287671.912995715,6703046.61290049
642,405,Whitehall Rd/Easton Rd lamppost 4TZ,2021,12,"2010: 57.8, 2011: 58, 2012: 53.1, 2013: 55, 2014: 51.1, 2015: 53.1, 2016: 42.6, 2017: 50.4, 2018: 56.2, 2019: 48.5, 2020: 38.7, 2021: 40.4, 2022: 38, 2023: 33.5, 2024: 33.6",,40.4,Post DA Facades,Yes,-285203.139777754,6703303.7524392
643,418,Bedminster Down Rd lamppost between Ashton Motors & Plough PH,2021,12,"2010: 92.9, 2011: 90.5, 2012: 81.8, 2013: 74, 2014: 67.7, 2015: 63.7, 2016: 69.3, 2017: 58.4, 2018: 55.7, 2019: 51.1, 2020: 40.2, 2021: 45.9, 2022: 44.1, 2023: 32.8, 2024: 31.7",,45.9,Post DA Facades,Yes,-290471.62510202,6698281.14621008
644,420,North St/Dean Lane on roundabout sign,2021,10,"2010: 43.8, 2011: 39.6, 2012: 38.1, 2013: 38.9, 2014: 37.2, 2015: 36.7, 2016: 38.6, 2017: 33.3, 2018: 37.1, 2019: 30.4, 2020: 23.2, 2021: 25.6, 2022: 28.8, 2023: 23.7, 2024: 22.3",,25.6,Post DA Facades,Yes,-289619.048853516,6699765.46194782
645,472,Jamiesons Autos,2021,12,"2010: 52.4, 2011: 47.4, 2012: 46.5, 2013: 48.2, 2014: 45.2, 2015: 40, 2016: 45.3, 2017: 41.6, 2018: 37.3, 2019: 33.7, 2020: 26.2, 2021: 28.7, 2022: 29, 2023: 25.8, 2024: 25.7",,28.7,USA 2009,Yes,-289697.065688815,6699318.40485888
646,538,Dalby avenue,2021,11,"2018: 33.7, 2019: 26.6, 2020: 20.4, 2021: 22.5, 2022: 21.3, 2023: 19.5",,22.5,Schools 2018,No,-288970.92841672,6699635.88454218
647,576,"Baldwin Street lamp post by cycle way, opp St Stephens St",2021,11,"2020: 23.9, 2021: 26.8, 2022: 29.8, 2023: 27.9, 2024: 27.2",,26.8,,Yes,-288811.307352347,6701879.22135177
648,583,Rupert St-CAZ-Post outside police station,2021,10,"2021: 42.3, 2022: 37.9, 2023: 39.1, 2024: 36.6",,42.3,CAZ,Yes,-288692.403677584,6702628.74061907
649,587,Baldwin St-CAZ-Lamppost by Yelland House,2021,11,"2021: 26.5, 2022: 30.9, 2023: 28.5, 2024: 28.7",,26.5,CAZ,Yes,-288795.573750588,6701914.68724236
650,593,Upper Maudlin St-CAZ-Post by BRI,2021,8,"2021: 35.2, 2022: 36.3, 2023: 24.8, 2024: 23.8",,35.2,CAZ,Yes,-289109.082997795,6702641.40846616
651,597,Park Row-CAZ-Post by house,2021,12,"2021: 32.7, 2022: 33, 2023: 21.7, 2024: 20.8",,32.7,CAZ,No,-289437.752839152,6702275.67361725
652,619,Cheltenham Rd-CAZ-Lamppost by Bite,2021,11,"2021: 34.7, 2022: 38.2, 2023: 35.2, 2024: 32.1",,34.7,CAZ,Yes,-288303.920158055,6703931.57551177
653,623,Bedminster Rd-CAZ-Lamppost by school,2021,12,"2021: 30.6, 2022: 28.4, 2023: 25.6, 2024: 23.3",,30.6,CAZ,Yes,-289995.522979741,6698220.88132186
654,635,York Rd-CAZ-Sign after bridge,2021,11,"2021: 25.3, 2022: 23.8, 2023: 19.9, 2024: 16.5",,25.3,CAZ,No,-288296.522831912,6700418.6139399
655,636,Bath Rd-CAZ-Lamppost by Bus Lane,2021,12,"2021: 26.2, 2022: 25.5, 2023: 22.1, 2024: 21",,26.2,CAZ,No,-286959.15307169,6700230.16452906
656,664,Westbury Rd-CAZ-Lamppost by hospital,2021,12,"2021: 25.5, 2022: 24.8, 2023: 19.7, 2024: 21.3",,25.5,CAZ,No,-291154.66097586,6705262.57323216
657,673,Marlborough Street - co - located,2021,20,"2021: 36.1, 2022: 33.5, 2023: 26.1, 2024: 24.2",,36.1,CAZ,Yes,-288922.248556989,6702916.02845388
658,303,Facade   784 Muller Road Fishponds,2021,12,"2010: 55.4, 2011: 52.1, 2012: 48.5, 2013: 48.2, 2014: 43.5, 2015: 46.1, 2016: 46.2, 2017: 44, 2018: 43.8, 2019: 36.5, 2020: 29.2, 2021: 31.8, 2022: 31.2, 2023: 24.1, 2024: 23.3",,31.8,Post Stage Four,Yes,-284712.640975304,6705600.36391359
659,12,Galleries,2021,11,"2010: 58.2, 2011: 55.2, 2012: 50.8, 2013: 56.7, 2014: 51.3, 2015: 52.5, 2016: 52.8, 2017: 56.6, 2018: 57.5, 2019: 51.8, 2020: 41.9, 2021: 46.5, 2022: 50.2, 2023: 60.2, 2024: 35.3",,46.5,Roadside (DT),Yes,-288254.965440197,6702425.05893974
660,113,Victoria Street,2021,12,"2010: 53.9, 2011: 55.2, 2012: 51.8, 2013: 48.4, 2014: 48.8, 2015: 47.5, 2016: 45.5, 2017: 49.9, 2018: 40.5, 2019: 37.4, 2020: 29.9, 2021: 27.8, 2022: 32, 2023: 29.4, 2024: 28.3",,27.8,redcliffe way templegate (DT),No,-288062.502763533,6701599.37177948
661,155,Jacobs Wells Road South,2021,12,"2010: 47.4, 2011: 52.4, 2012: 46.9, 2013: 48.5, 2014: 38.8, 2015: 39.9, 2016: 43.1, 2017: 37.9, 2018: 40.1, 2019: 31.1, 2020: 22.9, 2021: 25.5, 2022: 24.2, 2023: 17.5, 2024: 15.2",,25.5,harbourside (DT),Yes,-290337.435875919,6701608.05267219
662,560,Lamppost outside BRI CAZ,2021,22,"2019: 40.4, 2020: 30.2, 2021: 32.2, 2022: 31.5, 2023: 25.6, 2024: 20.5",,32.2,CAZ,No,-289022.128096125,6702785.09084199
663,325,Facade   258 Fishponds Road Fishponds,2021,12,"2010: 51.8, 2011: 53, 2012: 49.8, 2013: 45.8, 2014: 49.7, 2015: 50.8, 2016: 50.5, 2017: 49.2, 2018: 48.1, 2019: 39.4, 2020: 34.1, 2021: 37.3, 2022: 32.6, 2023: 29.4, 2024: 27.6",,37.3,Post Stage Four,Yes,-284232.620635064,6705496.34843142
664,403,Lamp post 48 230 Bath Road,2021,12,"2010: 46.5, 2011: 43.9, 2012: 43.6, 2013: 46.6, 2014: 39.2, 2015: 41.5, 2016: 37.5, 2017: 35.7, 2018: 35.6, 2019: 28.1, 2020: 23.4, 2021: 25.5, 2022: 25.5, 2023: 20.2, 2024: 20.6",,25.5,Post DA Facades,Yes,-286047.399122808,6699977.1677698
665,406,Whitehall Rd lamppost 17 nr juction with Chalks Rd,2021,11,"2010: 48.1, 2011: 37.5, 2012: 36.5, 2013: 36.5, 2014: 34.9, 2015: 35.4, 2016: 36.2, 2017: 38.9, 2018: 38.5, 2019: 31, 2020: 26.6, 2021: 29.3, 2022: 29.6, 2023: 24.2, 2024: 23.2",,29.3,Post DA Facades,Yes,-284362.720936092,6703411.38989974
666,439,Parson Street School,2021,36,"2010: 41.9, 2011: 40.9, 2012: 40.9, 2013: 44.7, 2014: 42, 2015: 41, 2016: 43.6, 2017: 37.7, 2018: 37.7, 2019: 31.7, 2020: 25.4, 2021: 28.6, 2022: 27.2, 2023: 24, 2024: 22.4",,28.6,QAQC,Yes,-289982.448521423,6698188.87869929
667,473,B&G Snax West St,2021,11,"2010: 49.2, 2011: 43.1, 2012: 44.6, 2013: 43.5, 2014: 40.7, 2015: 49.6, 2016: 57.1, 2017: 40.1, 2018: 44, 2019: 42.4, 2020: 40, 2021: 28.4, 2022: 28.4, 2023: 26.1, 2024: 25.7",,28.4,USA 2009,Yes,-289888.728777705,6699059.90410014
668,492,On 1 way sign at bottom of Wellington Hill,2021,12,"2015: 37.6, 2016: 40.3, 2017: 36.8, 2018: 34.8, 2019: 31.3, 2020: 25.2, 2021: 26.4, 2022: 27.5, 2023: 25.6, 2024: 23.7",,26.4,Horfield Roadside,Yes,-287813.3061196,6707917.80129038
669,502,Co-located Colston Ave,2021,36,"2019: 68.7, 2020: 52.1, 2021: 58, 2022: 54.1, 2023: 48.9, 2024: 50.8",,58,QAQC,Yes,-289057.625324914,6702224.17268152
670,595,Lower Park Row-CAZ-Post after OTR,2021,12,"2021: 32.2, 2022: 30.6, 2023: 23, 2024: 22.6",,32.2,CAZ,Yes,-289267.290490453,6702394.33612116
671,600,Park St-CAZ-Lamppost by City Hall,2021,12,"2021: 23.9, 2022: 23.9, 2023: 22, 2024: 20.8",,23.9,CAZ,Yes,-289564.019228094,6701847.35983959
672,606,Victoria Street-CAZ-No entry sign,2021,12,"2021: 25.5, 2022: 25.7, 2023: 24.4, 2024: 21.8",,25.5,CAZ,Yes,-288278.539037084,6701769.49639164
673,607,Counterslip-CAZ-Drainpipe on building,2021,12,"2021: 27.8, 2022: 28.4, 2023: 23.3, 2024: 21.4",,27.8,CAZ,Yes,-288184.320609915,6701807.20015473
674,609,Bath Road-CAZ-Lamppost or sign,2021,12,"2021: 30.2, 2022: 30.4, 2023: 25.2, 2024: 24.9",,30.2,CAZ,Yes,-287283.012853419,6700674.05923594
675,615,Newfoundland Way-CAZ-Lamppost by petrol station,2021,12,"2021: 53, 2022: 49.4, 2023: 38.4, 2024: 37.1",,53,CAZ,Yes,-287432.768119981,6703197.92745018
676,621,Gloucester Rd-CAZ-Lamppost by bus stop,2021,9,"2021: 24.9, 2022: 25.4, 2023: 26.5, 2024: 26",,24.9,CAZ,Yes,-288108.211684278,6706906.01899899
677,631,Bedminster Down Rd-CAZ-Roadsign by Winterstoke,2021,12,"2021: 24.8, 2022: 25.9, 2023: 22.6",,24.8,CAZ,No,-290484.674971752,6698309.93748458
678,642,Ashley Road-CAZ-Lamppost opp Drumd Rd,2021,11,"2021: 28.9, 2022: 24.6, 2023: 24.9, 2024: 22.7",,28.9,CAZ,No,-288052.425548955,6703943.24322785
679,644,Ashley Down Rd-CAZ-Lamppost,2021,11,"2021: 31.8, 2022: 31.7, 2023: 28.2, 2024: 25.1",,31.8,CAZ,Yes,-287423.539960366,6705469.93319363
680,647,Merchants Rd-CAZ-Lamppost by house,2021,12,"2021: 34.3, 2022: 30.9, 2023: 22.9, 2024: 23",,34.3,CAZ,Yes,-291476.961493929,6701095.75626459
681,658,Fishponds Rd-CAZ-Lamppost,2021,12,"2021: 23.6, 2022: 24.1, 2023: 22.9, 2024: 20.2",,23.6,CAZ,No,-281583.477092954,6706640.94873466
682,659,Muller Rd-CAZ-Lamppost,2021,12,"2021: 26.5, 2022: 25.1, 2023: 22.3, 2024: 23.8",,26.5,CAZ,No,-287288.426526314,6708042.55315808
683,666,Upper Maudlin St-CAZ-Lamppost by BRI,2021,12,"2021: 32.8, 2022: 31.3, 2023: 25.4, 2024: 22.4",,32.8,CAZ,No,-289052.399063411,6702763.95991414
684,671,North View Downs Park West,2021,8,"2021: 26.1, 2022: 23.5, 2023: 21.3, 2024: 20.8",,26.1,,Yes,-291110.796765422,6706530.90462922
685,5,Bedminster Parade,2021,12,"2010: 66.6, 2011: 57.2, 2012: 54.6, 2013: 58.7, 2014: 47.6, 2015: 50.9, 2016: 51.3, 2017: 45.8, 2018: 45.8, 2019: 39.9, 2020: 31.6, 2021: 41, 2022: 37.9, 2023: 33.5, 2024: 34.9",,41,Roadside (DT),Yes,-288906.606435902,6699999.33324423
686,11,Whitefriars,2021,12,"2010: 60.8, 2011: 56.1, 2012: 53.2, 2013: 56.3, 2014: 48.8, 2015: 51.4, 2016: 51.7, 2017: 49.2, 2018: 48.1, 2019: 41.1, 2020: 31.1, 2021: 35, 2022: 35.3, 2023: 29.6, 2024: 29.4",,35,Roadside (DT),Yes,-288783.750004099,6702631.21072234
687,14,Red Lion Knowle,2021,12,"2010: 47.9, 2011: 44.1, 2012: 43.2, 2013: 42.2, 2014: 40.4, 2015: 40.1, 2016: 42.3, 2017: 41.1, 2018: 47.6, 2019: 38.7, 2020: 32.4, 2021: 32.7, 2022: 30.3, 2023: 27, 2024: 25.8",,32.7,Roadside (DT),Yes,-285439.186904326,6697740.37180987
688,15,Horsefair,2021,11,"2010: 54.7, 2011: 50.9, 2012: 49.5, 2013: 53.6, 2014: 48.6, 2015: 50.8, 2016: 51.2, 2017: 49.4, 2018: 47.5, 2019: 42.2, 2020: 28.2, 2021: 31.5, 2022: 31.3, 2023: 26.4, 2024: 25.9",,31.5,Roadside (DT),Yes,-288014.971267504,6702867.14929257
689,125,York Road,2021,11,"2010: 72.8, 2011: 66.5, 2012: 63, 2013: 59.6, 2014: 53.3, 2015: 52.9, 2016: 52.9, 2017: 56, 2018: 50.3, 2019: 45.2, 2020: 35.6, 2021: 35.8, 2022: 33.6, 2023: 24.3, 2024: 19.7",,35.8,redcliffe way templegate (DT),Yes,-288122.962480237,6700347.74496852
690,413,Wells Rd bus lane sign just below junction with Knowle Rd,2021,12,"2010: 52.2, 2011: 47.1, 2012: 41.4, 2013: 43.7, 2014: 38.4, 2015: 39.3, 2016: 40, 2017: 38.7, 2018: 37.6, 2019: 31.2, 2020: 25.5, 2021: 27.4, 2022: 27.2, 2023: 23.5, 2024: 22.5",,27.4,Post DA Facades,Yes,-286790.024426925,6699701.55784787
691,417,St John's Lane No 26 lamppost 15 (just past roundabout),2021,12,"2010: 51.3, 2011: 45.6, 2012: 44.1, 2013: 42.1, 2014: 40.8, 2015: 43.6, 2016: 43.4, 2017: 35.2, 2018: 36, 2019: 31, 2020: 26.3, 2021: 27.9, 2022: 27, 2023: 22.7, 2024: 20.9",,27.9,Post DA Facades,Yes,-287442.243890537,6699543.83315549
692,419,Parson St lamppost outside Bristol Scuba,2021,12,"2010: 63.2, 2011: 54.7, 2012: 54.1, 2013: 53.6, 2014: 56.6, 2015: 53.6, 2016: 55.8, 2017: 51.3, 2018: 45, 2019: 39, 2020: 31.4, 2021: 34.3, 2022: 33.6, 2023: 29.4, 2024: 28.5",,34.3,Post DA Facades,Yes,-290320.090688617,6698353.05372706
693,464,Fishponds Road,2021,33,"2010: 42.2, 2011: 39.2, 2012: 38, 2013: 35.7, 2014: 36, 2015: 34.9, 2016: 36.9, 2017: 36.8, 2018: 34.4, 2019: 29.7, 2020: 24.2, 2021: 23.7, 2022: 24, 2023: 20.8, 2024: 20.8",,23.7,QAQC,Yes,-282218.963762018,6706297.20472537
694,525,Summer hill a420,2021,9,"2018: 43.5, 2019: 35.3, 2020: 24.1, 2021: 28.5, 2022: 29.8, 2023: 24.8, 2024: 23.2",,28.5,Schools 2018,Yes,-282952.907378995,6703230.79423347
695,569,Lampost on North corner of Draycott road junction with Muller road.,2021,12,"2019: 31.4, 2020: 22.8, 2021: 24.1, 2022: 24.1, 2023: 21.3, 2024: 21.4",,24.1,,No,-287150.416060161,6707214.2389884
696,570,Muller road junction with Downend road lampost north of the junction.,2021,10,"2019: 33.1, 2020: 28.4, 2021: 28.2, 2022: 29.6, 2023: 26.2, 2024: 26.4",,28.2,,Yes,-287166.452121254,6707620.76976991
697,584,Rupert St-CAZ-Post outside Fusion Tower,2021,11,"2021: 33, 2022: 34.3, 2023: 30.8, 2024: 29.5",,33,CAZ,Yes,-288846.975548393,6702524.67373119
698,604,Lewins Mead-CAZ-Post by PMT,2021,12,"2021: 43, 2022: 43.1, 2023: 39, 2024: 35.4",,43,CAZ,Yes,-288777.341558518,6702631.26286131
699,612,Newfoundland St-CAZ-Lamppost by layby,2021,10,"2021: 29.9, 2022: 30.9, 2023: 25.1, 2024: 23.6",,29.9,CAZ,Yes,-288156.888565388,6702981.67231166
